prefix,Y1_size,Y2_size,U,U_time,dominated_points,dominated_relative_Y2,t1,t2,s1,s2,seed,ub_level
u-u_50_50_lexmin_2_,50,50,87,0.1485750675201416,0,0.0,u,u,50,50,2,lexmin
u-u_50_50_lexmin_3_,50,50,95,0.1814429759979248,0,0.0,u,u,50,50,3,lexmin
u-u_50_50_lexmin_4_,50,50,113,0.20716381072998047,6,0.12,u,u,50,50,4,lexmin
u-u_50_50_lexmin_5_,50,50,58,0.07861018180847168,0,0.0,u,u,50,50,5,lexmin
l-l_50_50_extreme_1_,50,50,196,1.333421230316162,0,0.0,l,l,50,50,1,extreme
l-l_50_50_extreme_2_,50,50,172,1.049278974533081,0,0.0,l,l,50,50,2,extreme
l-l_50_50_extreme_3_,50,50,125,0.6178767681121826,0,0.0,l,l,50,50,3,extreme
l-l_50_50_extreme_4_,50,50,187,0.9280068874359131,0,0.0,l,l,50,50,4,extreme
l-l_50_50_extreme_5_,50,50,190,1.2628099918365479,0,0.0,l,l,50,50,5,extreme
l-m_50_50_extreme_1_,50,50,134,0.41651296615600586,3,0.06,l,m,50,50,1,extreme
l-m_50_50_extreme_2_,50,50,82,0.21241188049316406,0,0.0,l,m,50,50,2,extreme
l-m_50_50_extreme_3_,50,50,73,0.17227697372436523,2,0.04,l,m,50,50,3,extreme
l-m_50_50_extreme_4_,50,50,82,0.24645781517028809,0,0.0,l,m,50,50,4,extreme
l-m_50_50_extreme_5_,50,50,105,0.2462151050567627,1,0.02,l,m,50,50,5,extreme
l-u_50_50_extreme_1_,50,50,105,0.18238615989685059,16,0.32,l,u,50,50,1,extreme
l-u_50_50_extreme_2_,50,50,126,0.2321310043334961,31,0.62,l,u,50,50,2,extreme
l-u_50_50_extreme_3_,50,50,83,0.15299320220947266,21,0.42,l,u,50,50,3,extreme
l-u_50_50_extreme_4_,50,50,77,0.13179612159729004,28,0.56,l,u,50,50,4,extreme
l-u_50_50_extreme_5_,50,50,93,0.16083598136901855,18,0.36,l,u,50,50,5,extreme
m-l_50_50_extreme_1_,50,50,98,0.3358771800994873,0,0.0,m,l,50,50,1,extreme
m-l_50_50_extreme_2_,50,50,110,0.41780996322631836,0,0.0,m,l,50,50,2,extreme
m-l_50_50_extreme_3_,50,50,108,0.4247128963470459,0,0.0,m,l,50,50,3,extreme
m-l_50_50_extreme_4_,50,50,95,0.2758049964904785,0,0.0,m,l,50,50,4,extreme
m-l_50_50_extreme_5_,50,50,130,0.6173601150512695,0,0.0,m,l,50,50,5,extreme
m-m_50_50_extreme_1_,50,50,154,0.43387484550476074,7,0.14,m,m,50,50,1,extreme
m-m_50_50_extreme_2_,50,50,125,0.3025789260864258,4,0.08,m,m,50,50,2,extreme
m-m_50_50_extreme_3_,50,50,141,0.4022409915924072,2,0.04,m,m,50,50,3,extreme
m-m_50_50_extreme_4_,50,50,134,0.32533717155456543,2,0.04,m,m,50,50,4,extreme
m-m_50_50_extreme_5_,50,50,165,0.46546101570129395,6,0.12,m,m,50,50,5,extreme
m-u_50_50_extreme_1_,50,50,52,0.0859382152557373,35,0.7,m,u,50,50,1,extreme
m-u_50_50_extreme_2_,50,50,79,0.1329631805419922,37,0.74,m,u,50,50,2,extreme
m-u_50_50_extreme_3_,50,50,53,0.08427095413208008,37,0.74,m,u,50,50,3,extreme
m-u_50_50_extreme_4_,50,50,51,0.08650803565979004,37,0.74,m,u,50,50,4,extreme
m-u_50_50_extreme_5_,50,50,85,0.13866615295410156,39,0.78,m,u,50,50,5,extreme
u-l_50_50_extreme_1_,50,50,78,0.359220027923584,0,0.0,u,l,50,50,1,extreme
u-l_50_50_extreme_2_,50,50,55,0.15329980850219727,0,0.0,u,l,50,50,2,extreme
u-l_50_50_extreme_3_,50,50,53,0.1663970947265625,0,0.0,u,l,50,50,3,extreme
u-l_50_50_extreme_4_,50,50,57,0.17971038818359375,0,0.0,u,l,50,50,4,extreme
u-l_50_50_extreme_5_,50,50,54,0.1627039909362793,0,0.0,u,l,50,50,5,extreme
u-m_50_50_extreme_1_,50,50,46,0.09366297721862793,0,0.0,u,m,50,50,1,extreme
u-m_50_50_extreme_2_,50,50,23,0.035726070404052734,0,0.0,u,m,50,50,2,extreme
u-m_50_50_extreme_3_,50,50,23,0.032217979431152344,0,0.0,u,m,50,50,3,extreme
u-m_50_50_extreme_4_,50,50,33,0.06140875816345215,0,0.0,u,m,50,50,4,extreme
u-m_50_50_extreme_5_,50,50,18,0.026005983352661133,0,0.0,u,m,50,50,5,extreme
u-u_50_50_extreme_1_,50,50,89,0.16300392150878906,0,0.0,u,u,50,50,1,extreme
u-u_50_50_extreme_2_,50,50,87,0.14187908172607422,0,0.0,u,u,50,50,2,extreme
u-u_50_50_extreme_3_,50,50,95,0.1739041805267334,0,0.0,u,u,50,50,3,extreme
u-u_50_50_extreme_4_,50,50,113,0.19650506973266602,6,0.12,u,u,50,50,4,extreme
u-u_50_50_extreme_5_,50,50,58,0.07484006881713867,0,0.0,u,u,50,50,5,extreme
l-l_50_50_0.25_1_,50,50,197,1.3429157733917236,0,0.0,l,l,50,50,1,0.25
l-l_50_50_0.25_2_,50,50,172,1.1567468643188477,0,0.0,l,l,50,50,2,0.25
l-l_50_50_0.25_3_,50,50,125,0.6352338790893555,0,0.0,l,l,50,50,3,0.25
l-l_50_50_0.25_4_,50,50,188,0.9838871955871582,0,0.0,l,l,50,50,4,0.25
l-l_50_50_0.25_5_,50,50,190,1.2706542015075684,0,0.0,l,l,50,50,5,0.25
l-m_50_50_0.25_1_,50,50,143,0.5405049324035645,3,0.06,l,m,50,50,1,0.25
l-m_50_50_0.25_2_,50,50,122,0.4568607807159424,1,0.02,l,m,50,50,2,0.25
l-m_50_50_0.25_3_,50,50,149,0.43836379051208496,6,0.12,l,m,50,50,3,0.25
l-m_50_50_0.25_4_,50,50,118,0.4531722068786621,1,0.02,l,m,50,50,4,0.25
l-m_50_50_0.25_5_,50,50,131,0.3802988529205322,3,0.06,l,m,50,50,5,0.25
l-u_50_50_0.25_1_,50,50,203,0.5365288257598877,25,0.5,l,u,50,50,1,0.25
l-u_50_50_0.25_2_,50,50,169,0.5407979488372803,37,0.74,l,u,50,50,2,0.25
l-u_50_50_0.25_3_,50,50,162,0.38718414306640625,37,0.74,l,u,50,50,3,0.25
l-u_50_50_0.25_4_,50,50,191,0.35938000679016113,30,0.6,l,u,50,50,4,0.25
l-u_50_50_0.25_5_,50,50,162,0.6277036666870117,26,0.52,l,u,50,50,5,0.25
m-l_50_50_0.25_1_,50,50,99,0.33426928520202637,0,0.0,m,l,50,50,1,0.25
m-l_50_50_0.25_2_,50,50,110,0.4369351863861084,0,0.0,m,l,50,50,2,0.25
m-l_50_50_0.25_3_,50,50,111,0.4281001091003418,0,0.0,m,l,50,50,3,0.25
m-l_50_50_0.25_4_,50,50,97,0.2996859550476074,0,0.0,m,l,50,50,4,0.25
m-l_50_50_0.25_5_,50,50,130,0.63702392578125,0,0.0,m,l,50,50,5,0.25
m-m_50_50_0.25_1_,50,50,163,0.6248540878295898,7,0.14,m,m,50,50,1,0.25
m-m_50_50_0.25_2_,50,50,134,0.40799808502197266,8,0.16,m,m,50,50,2,0.25
m-m_50_50_0.25_3_,50,50,159,0.6829919815063477,5,0.1,m,m,50,50,3,0.25
m-m_50_50_0.25_4_,50,50,133,0.43326830863952637,5,0.1,m,m,50,50,4,0.25
m-m_50_50_0.25_5_,50,50,178,0.7105021476745605,7,0.14,m,m,50,50,5,0.25
m-u_50_50_0.25_1_,50,50,102,0.26107215881347656,35,0.7,m,u,50,50,1,0.25
m-u_50_50_0.25_2_,50,50,161,0.5322458744049072,37,0.74,m,u,50,50,2,0.25
m-u_50_50_0.25_3_,50,50,108,0.22777485847473145,37,0.74,m,u,50,50,3,0.25
m-u_50_50_0.25_4_,50,50,70,0.1253676414489746,37,0.74,m,u,50,50,4,0.25
m-u_50_50_0.25_5_,50,50,122,0.47219419479370117,39,0.78,m,u,50,50,5,0.25
u-l_50_50_0.25_1_,50,50,79,0.36127781867980957,0,0.0,u,l,50,50,1,0.25
u-l_50_50_0.25_2_,50,50,55,0.1532459259033203,0,0.0,u,l,50,50,2,0.25
u-l_50_50_0.25_3_,50,50,55,0.18510675430297852,0,0.0,u,l,50,50,3,0.25
u-l_50_50_0.25_4_,50,50,58,0.18544507026672363,0,0.0,u,l,50,50,4,0.25
u-l_50_50_0.25_5_,50,50,54,0.1621549129486084,0,0.0,u,l,50,50,5,0.25
u-m_50_50_0.25_1_,50,50,55,0.14964795112609863,0,0.0,u,m,50,50,1,0.25
u-m_50_50_0.25_2_,50,50,51,0.16190505027770996,0,0.0,u,m,50,50,2,0.25
u-m_50_50_0.25_3_,50,50,33,0.05897188186645508,0,0.0,u,m,50,50,3,0.25
u-m_50_50_0.25_4_,50,50,42,0.09460997581481934,0,0.0,u,m,50,50,4,0.25
u-m_50_50_0.25_5_,50,50,26,0.047678232192993164,0,0.0,u,m,50,50,5,0.25
u-u_50_50_0.25_1_,50,50,95,0.31349921226501465,0,0.0,u,u,50,50,1,0.25
u-u_50_50_0.25_2_,50,50,91,0.3153810501098633,0,0.0,u,u,50,50,2,0.25
u-u_50_50_0.25_3_,50,50,85,0.2580239772796631,0,0.0,u,u,50,50,3,0.25
u-u_50_50_0.25_4_,50,50,129,0.28880882263183594,6,0.12,u,u,50,50,4,0.25
u-u_50_50_0.25_5_,50,50,94,0.31003379821777344,0,0.0,u,u,50,50,5,0.25
l-l_50_50_0.5_1_,50,50,203,1.3813703060150146,0,0.0,l,l,50,50,1,0.5
l-l_50_50_0.5_2_,50,50,171,1.1108920574188232,0,0.0,l,l,50,50,2,0.5
l-l_50_50_0.5_3_,50,50,125,0.6367790699005127,0,0.0,l,l,50,50,3,0.5
l-l_50_50_0.5_4_,50,50,194,1.1286227703094482,0,0.0,l,l,50,50,4,0.5
l-l_50_50_0.5_5_,50,50,191,1.2516050338745117,0,0.0,l,l,50,50,5,0.5
l-m_50_50_0.5_1_,50,50,182,0.7694451808929443,5,0.1,l,m,50,50,1,0.5
l-m_50_50_0.5_2_,50,50,116,0.3782179355621338,8,0.16,l,m,50,50,2,0.5
l-m_50_50_0.5_3_,50,50,151,0.47528600692749023,9,0.18,l,m,50,50,3,0.5
l-m_50_50_0.5_4_,50,50,111,0.3981480598449707,5,0.1,l,m,50,50,4,0.5
l-m_50_50_0.5_5_,50,50,149,0.4950249195098877,7,0.14,l,m,50,50,5,0.5
l-u_50_50_0.5_1_,50,50,239,0.6134819984436035,26,0.52,l,u,50,50,1,0.5
l-u_50_50_0.5_2_,50,50,241,0.81734299659729,37,0.74,l,u,50,50,2,0.5
l-u_50_50_0.5_3_,50,50,162,0.3729972839355469,37,0.74,l,u,50,50,3,0.5
l-u_50_50_0.5_4_,50,50,191,0.4196343421936035,30,0.6,l,u,50,50,4,0.5
l-u_50_50_0.5_5_,50,50,162,0.6506466865539551,26,0.52,l,u,50,50,5,0.5
m-l_50_50_0.5_1_,50,50,100,0.391538143157959,0,0.0,m,l,50,50,1,0.5
m-l_50_50_0.5_2_,50,50,112,0.43515706062316895,0,0.0,m,l,50,50,2,0.5
m-l_50_50_0.5_3_,50,50,114,0.4652400016784668,0,0.0,m,l,50,50,3,0.5
m-l_50_50_0.5_4_,50,50,99,0.30411410331726074,0,0.0,m,l,50,50,4,0.5
m-l_50_50_0.5_5_,50,50,132,0.6280550956726074,0,0.0,m,l,50,50,5,0.5
m-m_50_50_0.5_1_,50,50,198,0.8299331665039062,7,0.14,m,m,50,50,1,0.5
m-m_50_50_0.5_2_,50,50,143,0.544335126876831,10,0.2,m,m,50,50,2,0.5
m-m_50_50_0.5_3_,50,50,176,0.7589068412780762,6,0.12,m,m,50,50,3,0.5
m-m_50_50_0.5_4_,50,50,152,0.5358781814575195,10,0.2,m,m,50,50,4,0.5
m-m_50_50_0.5_5_,50,50,210,0.9049270153045654,10,0.2,m,m,50,50,5,0.5
m-u_50_50_0.5_1_,50,50,102,0.2870779037475586,35,0.7,m,u,50,50,1,0.5
m-u_50_50_0.5_2_,50,50,161,0.5378470420837402,37,0.74,m,u,50,50,2,0.5
m-u_50_50_0.5_3_,50,50,108,0.24832582473754883,37,0.74,m,u,50,50,3,0.5
m-u_50_50_0.5_4_,50,50,70,0.12448811531066895,37,0.74,m,u,50,50,4,0.5
m-u_50_50_0.5_5_,50,50,122,0.4960520267486572,39,0.78,m,u,50,50,5,0.5
u-l_50_50_0.5_1_,50,50,80,0.36335301399230957,0,0.0,u,l,50,50,1,0.5
u-l_50_50_0.5_2_,50,50,56,0.16370630264282227,0,0.0,u,l,50,50,2,0.5
u-l_50_50_0.5_3_,50,50,57,0.1787881851196289,0,0.0,u,l,50,50,3,0.5
u-l_50_50_0.5_4_,50,50,60,0.20374107360839844,0,0.0,u,l,50,50,4,0.5
u-l_50_50_0.5_5_,50,50,55,0.16262006759643555,0,0.0,u,l,50,50,5,0.5
u-m_50_50_0.5_1_,50,50,64,0.22300124168395996,0,0.0,u,m,50,50,1,0.5
u-m_50_50_0.5_2_,50,50,39,0.0822288990020752,0,0.0,u,m,50,50,2,0.5
u-m_50_50_0.5_3_,50,50,44,0.10591006278991699,0,0.0,u,m,50,50,3,0.5
u-m_50_50_0.5_4_,50,50,45,0.11252307891845703,0,0.0,u,m,50,50,4,0.5
u-m_50_50_0.5_5_,50,50,34,0.07585811614990234,0,0.0,u,m,50,50,5,0.5
u-u_50_50_0.5_1_,50,50,103,0.35231804847717285,0,0.0,u,u,50,50,1,0.5
u-u_50_50_0.5_2_,50,50,92,0.3456120491027832,0,0.0,u,u,50,50,2,0.5
u-u_50_50_0.5_3_,50,50,80,0.23726391792297363,0,0.0,u,u,50,50,3,0.5
u-u_50_50_0.5_4_,50,50,143,0.41325807571411133,6,0.12,u,u,50,50,4,0.5
u-u_50_50_0.5_5_,50,50,61,0.1438899040222168,0,0.0,u,u,50,50,5,0.5
l-l_50_50_0.75_1_,50,50,212,1.5254461765289307,0,0.0,l,l,50,50,1,0.75
l-l_50_50_0.75_2_,50,50,171,1.1306970119476318,0,0.0,l,l,50,50,2,0.75
l-l_50_50_0.75_3_,50,50,123,0.6599631309509277,0,0.0,l,l,50,50,3,0.75
l-l_50_50_0.75_4_,50,50,198,1.2042820453643799,0,0.0,l,l,50,50,4,0.75
l-l_50_50_0.75_5_,50,50,188,1.2880289554595947,0,0.0,l,l,50,50,5,0.75
l-m_50_50_0.75_1_,50,50,183,0.7853600978851318,9,0.18,l,m,50,50,1,0.75
l-m_50_50_0.75_2_,50,50,147,0.5455977916717529,17,0.34,l,m,50,50,2,0.75
l-m_50_50_0.75_3_,50,50,181,0.6078920364379883,9,0.18,l,m,50,50,3,0.75
l-m_50_50_0.75_4_,50,50,117,0.4650540351867676,8,0.16,l,m,50,50,4,0.75
l-m_50_50_0.75_5_,50,50,184,0.6557841300964355,9,0.18,l,m,50,50,5,0.75
l-u_50_50_0.75_1_,50,50,290,0.8287980556488037,27,0.54,l,u,50,50,1,0.75
l-u_50_50_0.75_2_,50,50,241,0.8641777038574219,37,0.74,l,u,50,50,2,0.75
l-u_50_50_0.75_3_,50,50,162,0.3748650550842285,37,0.74,l,u,50,50,3,0.75
l-u_50_50_0.75_4_,50,50,259,0.5360939502716064,31,0.62,l,u,50,50,4,0.75
l-u_50_50_0.75_5_,50,50,322,1.3268349170684814,26,0.52,l,u,50,50,5,0.75
m-l_50_50_0.75_1_,50,50,102,0.40039896965026855,0,0.0,m,l,50,50,1,0.75
m-l_50_50_0.75_2_,50,50,112,0.43468713760375977,0,0.0,m,l,50,50,2,0.75
m-l_50_50_0.75_3_,50,50,116,0.4818389415740967,0,0.0,m,l,50,50,3,0.75
m-l_50_50_0.75_4_,50,50,102,0.34499526023864746,0,0.0,m,l,50,50,4,0.75
m-l_50_50_0.75_5_,50,50,134,0.638995885848999,0,0.0,m,l,50,50,5,0.75
m-m_50_50_0.75_1_,50,50,195,0.8850648403167725,7,0.14,m,m,50,50,1,0.75
m-m_50_50_0.75_2_,50,50,159,0.6155548095703125,25,0.5,m,m,50,50,2,0.75
m-m_50_50_0.75_3_,50,50,183,0.8092861175537109,7,0.14,m,m,50,50,3,0.75
m-m_50_50_0.75_4_,50,50,167,0.6455860137939453,13,0.26,m,m,50,50,4,0.75
m-m_50_50_0.75_5_,50,50,225,1.0223262310028076,12,0.24,m,m,50,50,5,0.75
m-u_50_50_0.75_1_,50,50,102,0.2770709991455078,35,0.7,m,u,50,50,1,0.75
m-u_50_50_0.75_2_,50,50,161,0.5226550102233887,37,0.74,m,u,50,50,2,0.75
m-u_50_50_0.75_3_,50,50,108,0.24087071418762207,37,0.74,m,u,50,50,3,0.75
m-u_50_50_0.75_4_,50,50,70,0.12385296821594238,37,0.74,m,u,50,50,4,0.75
m-u_50_50_0.75_5_,50,50,122,0.4943959712982178,39,0.78,m,u,50,50,5,0.75
u-l_50_50_0.75_1_,50,50,81,0.37248897552490234,0,0.0,u,l,50,50,1,0.75
u-l_50_50_0.75_2_,50,50,56,0.16407489776611328,0,0.0,u,l,50,50,2,0.75
u-l_50_50_0.75_3_,50,50,59,0.18921589851379395,0,0.0,u,l,50,50,3,0.75
u-l_50_50_0.75_4_,50,50,62,0.21491599082946777,0,0.0,u,l,50,50,4,0.75
u-l_50_50_0.75_5_,50,50,56,0.16766905784606934,0,0.0,u,l,50,50,5,0.75
u-m_50_50_0.75_1_,50,50,70,0.28926992416381836,0,0.0,u,m,50,50,1,0.75
u-m_50_50_0.75_2_,50,50,41,0.08946609497070312,0,0.0,u,m,50,50,2,0.75
u-m_50_50_0.75_3_,50,50,50,0.13685393333435059,0,0.0,u,m,50,50,3,0.75
u-m_50_50_0.75_4_,50,50,55,0.17159080505371094,0,0.0,u,m,50,50,4,0.75
u-m_50_50_0.75_5_,50,50,43,0.11436796188354492,0,0.0,u,m,50,50,5,0.75
u-u_50_50_0.75_1_,50,50,114,0.3970630168914795,0,0.0,u,u,50,50,1,0.75
u-u_50_50_0.75_2_,50,50,100,0.3872799873352051,0,0.0,u,u,50,50,2,0.75
u-u_50_50_0.75_3_,50,50,74,0.2240281105041504,0,0.0,u,u,50,50,3,0.75
u-u_50_50_0.75_4_,50,50,150,0.46817994117736816,6,0.12,u,u,50,50,4,0.75
u-u_50_50_0.75_5_,50,50,70,0.17859101295471191,0,0.0,u,u,50,50,5,0.75
l-l_50_50_all_1_,50,50,212,1.526106834411621,0,0.0,l,l,50,50,1,all
l-l_50_50_all_2_,50,50,174,1.1477570533752441,0,0.0,l,l,50,50,2,all
l-l_50_50_all_3_,50,50,123,0.6633379459381104,0,0.0,l,l,50,50,3,all
l-l_50_50_all_4_,50,50,204,1.2848010063171387,0,0.0,l,l,50,50,4,all
l-l_50_50_all_5_,50,50,189,1.2892558574676514,0,0.0,l,l,50,50,5,all
l-m_50_50_all_1_,50,50,210,0.9965667724609375,11,0.22,l,m,50,50,1,all
l-m_50_50_all_2_,50,50,156,0.6199429035186768,20,0.4,l,m,50,50,2,all
l-m_50_50_all_3_,50,50,195,0.7044270038604736,10,0.2,l,m,50,50,3,all
l-m_50_50_all_4_,50,50,139,0.5981168746948242,10,0.2,l,m,50,50,4,all
l-m_50_50_all_5_,50,50,204,0.7911891937255859,10,0.2,l,m,50,50,5,all
l-u_50_50_all_1_,50,50,312,1.0159199237823486,32,0.64,l,u,50,50,1,all
l-u_50_50_all_2_,50,50,268,1.0020239353179932,37,0.74,l,u,50,50,2,all
l-u_50_50_all_3_,50,50,259,0.8115098476409912,39,0.78,l,u,50,50,3,all
l-u_50_50_all_4_,50,50,287,0.7825679779052734,36,0.72,l,u,50,50,4,all
l-u_50_50_all_5_,50,50,386,1.897186040878296,34,0.68,l,u,50,50,5,all
m-l_50_50_all_1_,50,50,104,0.41373300552368164,0,0.0,m,l,50,50,1,all
m-l_50_50_all_2_,50,50,113,0.44303202629089355,0,0.0,m,l,50,50,2,all
m-l_50_50_all_3_,50,50,117,0.5336875915527344,0,0.0,m,l,50,50,3,all
m-l_50_50_all_4_,50,50,106,0.3839130401611328,0,0.0,m,l,50,50,4,all
m-l_50_50_all_5_,50,50,134,0.6399402618408203,0,0.0,m,l,50,50,5,all
m-m_50_50_all_1_,50,50,205,0.9908311367034912,8,0.16,m,m,50,50,1,all
m-m_50_50_all_2_,50,50,207,0.8669121265411377,28,0.56,m,m,50,50,2,all
m-m_50_50_all_3_,50,50,181,0.8031468391418457,7,0.14,m,m,50,50,3,all
m-m_50_50_all_4_,50,50,185,0.8018050193786621,15,0.3,m,m,50,50,4,all
m-m_50_50_all_5_,50,50,238,1.1206450462341309,12,0.24,m,m,50,50,5,all
m-u_50_50_all_1_,50,50,172,0.4911680221557617,36,0.72,m,u,50,50,1,all
m-u_50_50_all_2_,50,50,123,0.4062831401824951,37,0.74,m,u,50,50,2,all
m-u_50_50_all_3_,50,50,166,0.4575459957122803,37,0.74,m,u,50,50,3,all
m-u_50_50_all_4_,50,50,131,0.30597805976867676,38,0.76,m,u,50,50,4,all
m-u_50_50_all_5_,50,50,153,0.6904830932617188,39,0.78,m,u,50,50,5,all
u-l_50_50_all_1_,50,50,82,0.3802189826965332,0,0.0,u,l,50,50,1,all
u-l_50_50_all_2_,50,50,57,0.16886091232299805,0,0.0,u,l,50,50,2,all
u-l_50_50_all_3_,50,50,61,0.2028961181640625,0,0.0,u,l,50,50,3,all
u-l_50_50_all_4_,50,50,65,0.23140597343444824,0,0.0,u,l,50,50,4,all
u-l_50_50_all_5_,50,50,57,0.17446303367614746,0,0.0,u,l,50,50,5,all
u-m_50_50_all_1_,50,50,81,0.39120912551879883,0,0.0,u,m,50,50,1,all
u-m_50_50_all_2_,50,50,50,0.12595891952514648,0,0.0,u,m,50,50,2,all
u-m_50_50_all_3_,50,50,58,0.18190908432006836,0,0.0,u,m,50,50,3,all
u-m_50_50_all_4_,50,50,67,0.23400211334228516,0,0.0,u,m,50,50,4,all
u-m_50_50_all_5_,50,50,51,0.1614069938659668,0,0.0,u,m,50,50,5,all
u-u_50_50_all_1_,50,50,128,0.4562671184539795,0,0.0,u,u,50,50,1,all
u-u_50_50_all_2_,50,50,90,0.34554600715637207,0,0.0,u,u,50,50,2,all
u-u_50_50_all_3_,50,50,66,0.20149993896484375,0,0.0,u,u,50,50,3,all
u-u_50_50_all_4_,50,50,170,0.6335790157318115,7,0.14,u,u,50,50,4,all
u-u_50_50_all_5_,50,50,83,0.2909998893737793,0,0.0,u,u,50,50,5,all
l-l_100_100_lexmin_1_,100,100,152,1.1631340980529785,0,0.0,l,l,100,100,1,lexmin
l-l_100_100_lexmin_2_,100,100,169,1.1689820289611816,0,0.0,l,l,100,100,2,lexmin
l-l_100_100_lexmin_3_,100,100,297,2.418152093887329,0,0.0,l,l,100,100,3,lexmin
l-l_100_100_lexmin_4_,100,100,165,1.2322509288787842,0,0.0,l,l,100,100,4,lexmin
l-l_100_100_lexmin_5_,100,100,204,1.4868559837341309,0,0.0,l,l,100,100,5,lexmin
l-m_100_100_lexmin_1_,100,100,183,1.293053150177002,0,0.0,l,m,100,100,1,lexmin
l-m_100_100_lexmin_2_,100,100,133,0.9436628818511963,0,0.0,l,m,100,100,2,lexmin
l-m_100_100_lexmin_3_,100,100,142,0.9928498268127441,0,0.0,l,m,100,100,3,lexmin
l-m_100_100_lexmin_4_,100,100,179,1.1136350631713867,0,0.0,l,m,100,100,4,lexmin
l-m_100_100_lexmin_5_,100,100,180,1.288461685180664,0,0.0,l,m,100,100,5,lexmin
l-u_100_100_lexmin_1_,100,100,121,0.8972699642181396,66,0.66,l,u,100,100,1,lexmin
l-u_100_100_lexmin_2_,100,100,152,1.0628879070281982,78,0.78,l,u,100,100,2,lexmin
l-u_100_100_lexmin_3_,100,100,149,1.0972371101379395,68,0.68,l,u,100,100,3,lexmin
l-u_100_100_lexmin_4_,100,100,213,1.685157060623169,90,0.9,l,u,100,100,4,lexmin
l-u_100_100_lexmin_5_,100,100,238,1.8858587741851807,89,0.89,l,u,100,100,5,lexmin
m-l_100_100_lexmin_1_,100,100,103,0.736335039138794,0,0.0,m,l,100,100,1,lexmin
m-l_100_100_lexmin_2_,100,100,101,0.7661302089691162,0,0.0,m,l,100,100,2,lexmin
m-l_100_100_lexmin_3_,100,100,103,0.7278509140014648,0,0.0,m,l,100,100,3,lexmin
m-l_100_100_lexmin_4_,100,100,101,0.7484111785888672,0,0.0,m,l,100,100,4,lexmin
m-l_100_100_lexmin_5_,100,100,100,0.6884722709655762,0,0.0,m,l,100,100,5,lexmin
m-m_100_100_lexmin_1_,100,100,168,1.153437852859497,0,0.0,m,m,100,100,1,lexmin
m-m_100_100_lexmin_2_,100,100,215,1.4549999237060547,0,0.0,m,m,100,100,2,lexmin
m-m_100_100_lexmin_3_,100,100,231,1.442323923110962,0,0.0,m,m,100,100,3,lexmin
m-m_100_100_lexmin_4_,100,100,178,1.1715669631958008,0,0.0,m,m,100,100,4,lexmin
m-m_100_100_lexmin_5_,100,100,231,1.5444612503051758,0,0.0,m,m,100,100,5,lexmin
m-u_100_100_lexmin_1_,100,100,103,0.7268619537353516,76,0.76,m,u,100,100,1,lexmin
m-u_100_100_lexmin_2_,100,100,101,0.7066056728363037,80,0.8,m,u,100,100,2,lexmin
m-u_100_100_lexmin_3_,100,100,102,0.7808148860931396,78,0.78,m,u,100,100,3,lexmin
m-u_100_100_lexmin_4_,100,100,101,0.7086431980133057,81,0.81,m,u,100,100,4,lexmin
m-u_100_100_lexmin_5_,100,100,102,0.6766912937164307,74,0.74,m,u,100,100,5,lexmin
u-l_100_100_lexmin_1_,100,100,93,0.580474853515625,0,0.0,u,l,100,100,1,lexmin
u-l_100_100_lexmin_2_,100,100,173,1.2408409118652344,0,0.0,u,l,100,100,2,lexmin
u-l_100_100_lexmin_3_,100,100,124,0.8479619026184082,0,0.0,u,l,100,100,3,lexmin
u-l_100_100_lexmin_4_,100,100,166,1.2014977931976318,0,0.0,u,l,100,100,4,lexmin
u-l_100_100_lexmin_5_,100,100,115,0.7005891799926758,0,0.0,u,l,100,100,5,lexmin
u-m_100_100_lexmin_1_,100,100,69,0.442486047744751,0,0.0,u,m,100,100,1,lexmin
u-m_100_100_lexmin_2_,100,100,75,0.46202707290649414,0,0.0,u,m,100,100,2,lexmin
u-m_100_100_lexmin_3_,100,100,67,0.32358574867248535,0,0.0,u,m,100,100,3,lexmin
u-m_100_100_lexmin_4_,100,100,57,0.30820131301879883,0,0.0,u,m,100,100,4,lexmin
u-m_100_100_lexmin_5_,100,100,81,0.41671204566955566,0,0.0,u,m,100,100,5,lexmin
u-u_100_100_lexmin_1_,100,100,73,0.45770907402038574,0,0.0,u,u,100,100,1,lexmin
u-u_100_100_lexmin_2_,100,100,144,0.9918971061706543,0,0.0,u,u,100,100,2,lexmin
u-u_100_100_lexmin_3_,100,100,174,1.5119001865386963,0,0.0,u,u,100,100,3,lexmin
u-u_100_100_lexmin_4_,100,100,120,0.9360418319702148,0,0.0,u,u,100,100,4,lexmin
u-u_100_100_lexmin_5_,100,100,149,1.10746169090271,44,0.44,u,u,100,100,5,lexmin
l-l_100_100_extreme_1_,100,100,481,13.145923852920532,0,0.0,l,l,100,100,1,extreme
l-l_100_100_extreme_2_,100,100,448,11.086178064346313,0,0.0,l,l,100,100,2,extreme
l-l_100_100_extreme_3_,100,100,318,6.9330737590789795,0,0.0,l,l,100,100,3,extreme
l-l_100_100_extreme_4_,100,100,460,11.798674821853638,0,0.0,l,l,100,100,4,extreme
l-l_100_100_extreme_5_,100,100,448,12.56755781173706,0,0.0,l,l,100,100,5,extreme
l-m_100_100_extreme_1_,100,100,239,2.5823380947113037,3,0.03,l,m,100,100,1,extreme
